ID,LTPC,Date,VV,VH,RVI
202,3,20240103t001308,106.0,90.0,1.836734693877551
204,3,20240103t001308,0.0,0.0,
206,3,20240103t001308,86.0,52.0,1.5072463768115942
209,3,20240103t001308,133.0,98.0,1.696969696969697
214,3,20240103t001308,0.0,0.0,
216,3,20240103t001308,138.0,110.0,1.7741935483870968
217,3,20240103t001308,89.0,79.0,1.880952380952381
220,3,20240103t001308,125.0,45.0,1.0588235294117647
222,3,20240103t001308,104.0,69.0,1.5953757225433527
225,3,20240103t001308,127.0,90.0,1.6589861751152073
226,3,20240103t001308,167.0,103.0,1.525925925925926
240,3,20240103t001308,211.0,118.0,1.4346504559270516
241,3,20240103t001308,180.0,132.0,1.6923076923076923
254,3,20240103t001308,56.0,65.0,2.1487603305785123
256,3,20240103t001308,48.0,24.0,1.3333333333333333
257,3,20240103t001308,128.0,78.0,1.5145631067961165
258,3,20240103t001308,177.0,48.0,0.8533333333333334
259,3,20240103t001308,146.0,105.0,1.6733067729083666
261,3,20240103t001308,171.0,83.0,1.3070866141732282
263,3,20240103t001308,34.0,31.0,1.9076923076923078
271,3,20240103t001308,78.0,41.0,1.3781512605042017
274,3,20240103t001308,146.0,63.0,1.2057416267942584
278,3,20240103t001308,106.0,83.0,1.7566137566137565
285,3,20240103t001308,156.0,88.0,1.4426229508196722
288,3,20240103t001308,186.0,93.0,1.3333333333333333
291,3,20240103t001308,220.0,78.0,1.0469798657718121
293,3,20240103t001308,211.0,95.0,1.2418300653594772
294,3,20240103t001308,140.0,106.0,1.7235772357723578
295,3,20240103t001308,221.0,94.0,1.1936507936507936
296,3,20240103t001308,201.0,93.0,1.2653061224489797
297,3,20240103t001308,124.0,68.0,1.4166666666666667
301,4,20240103t001308,169.0,73.0,1.2066115702479339
302,4,20240103t001308,125.0,62.0,1.3262032085561497
304,4,20240103t001308,111.0,36.0,0.9795918367346939
306,4,20240103t001308,107.0,32.0,0.920863309352518
308,4,20240103t001308,203.0,62.0,0.9358490566037736
309,4,20240103t001308,149.0,40.0,0.8465608465608465
310,4,20240103t001308,112.0,64.0,1.4545454545454546
311,4,20240103t001308,366.0,105.0,0.89171974522293
312,4,20240103t001308,118.0,67.0,1.4486486486486487
313,4,20240103t001308,155.0,31.0,0.6666666666666666
320,4,20240103t001308,179.0,45.0,0.8035714285714286
321,4,20240103t001308,139.0,55.0,1.134020618556701
322,4,20240103t001308,166.0,78.0,1.278688524590164
324,4,20240103t001308,180.0,80.0,1.2307692307692308
325,4,20240103t001308,154.0,76.0,1.3217391304347825
326,4,20240103t001308,128.0,47.0,1.0742857142857143
329,4,20240103t001308,205.0,140.0,1.6231884057971016
332,4,20240103t001308,122.0,99.0,1.7918552036199096
334,4,20240103t001308,214.0,100.0,1.2738853503184713
335,4,20240103t001308,145.0,61.0,1.1844660194174756
336,4,20240103t001308,151.0,62.0,1.164319248826291
338,4,20240103t001308,191.0,64.0,1.003921568627451
339,4,20240103t001308,97.0,61.0,1.5443037974683544
341,4,20240103t001308,143.0,43.0,0.9247311827956989
342,4,20240103t001308,204.0,113.0,1.4258675078864353
343,4,20240103t001308,253.0,118.0,1.2722371967654986
344,4,20240103t001308,128.0,29.0,0.7388535031847133
346,4,20240103t001308,217.0,69.0,0.965034965034965
347,4,20240103t001308,193.0,98.0,1.3470790378006874
348,4,20240103t001308,202.0,48.0,0.768
349,4,20240103t001308,196.0,38.0,0.6495726495726496
350,4,20240103t001308,184.0,98.0,1.3900709219858156
351,4,20240103t001308,156.0,61.0,1.1244239631336406
353,4,20240103t001308,111.0,81.0,1.6875
354,4,20240103t001308,60.0,30.0,1.3333333333333333
355,4,20240103t001308,157.0,40.0,0.8121827411167513
357,4,20240103t001308,118.0,76.0,1.5670103092783505
359,4,20240103t001308,87.0,76.0,1.8650306748466257
361,4,20240103t001308,101.0,60.0,1.4906832298136645
365,4,20240103t001308,206.0,102.0,1.3246753246753247
366,4,20240103t001308,104.0,40.0,1.1111111111111112
368,4,20240103t001308,111.0,39.0,1.04
369,4,20240103t001308,194.0,120.0,1.5286624203821657
370,4,20240103t001308,156.0,68.0,1.2142857142857142
371,4,20240103t001308,144.0,79.0,1.4170403587443947
374,4,20240103t001308,72.0,48.0,1.6
376,4,20240103t001308,101.0,50.0,1.3245033112582782
378,4,20240103t001308,163.0,49.0,0.9245283018867925
379,4,20240103t001308,171.0,101.0,1.4852941176470589
380,4,20240103t001308,137.0,97.0,1.6581196581196582
381,4,20240103t001308,0.0,0.0,
382,4,20240103t001308,71.0,66.0,1.927007299270073
383,4,20240103t001308,148.0,89.0,1.5021097046413503
389,4,20240103t001308,129.0,57.0,1.2258064516129032
390,4,20240103t001308,124.0,91.0,1.6930232558139535
392,4,20240103t001308,71.0,36.0,1.3457943925233644
394,4,20240103t001308,248.0,118.0,1.289617486338798
395,4,20240103t001308,180.0,46.0,0.8141592920353983
396,4,20240103t001308,165.0,122.0,1.7003484320557491
397,4,20240103t001308,78.0,36.0,1.263157894736842
398,4,20240103t001308,184.0,103.0,1.4355400696864111
402,5,20240103t001308,194.0,53.0,0.8582995951417004
412,5,20240103t001308,0.0,0.0,
415,5,20240103t001308,49.0,46.0,1.936842105263158
418,5,20240103t001308,93.0,51.0,1.4166666666666667
419,5,20240103t001308,132.0,54.0,1.1612903225806452
420,5,20240103t001308,137.0,62.0,1.2462311557788945
423,5,20240103t001308,97.0,71.0,1.6904761904761905
427,5,20240103t001308,101.0,30.0,0.916030534351145
428,5,20240103t001308,93.0,57.0,1.52
429,5,20240103t001308,219.0,92.0,1.1832797427652733
431,5,20240103t001308,159.0,78.0,1.3164556962025316
432,5,20240103t001308,113.0,49.0,1.2098765432098766
433,5,20240103t001308,165.0,104.0,1.546468401486989
435,5,20240103t001308,210.0,109.0,1.3667711598746082
436,5,20240103t001308,200.0,67.0,1.00374531835206
438,5,20240103t001308,147.0,51.0,1.0303030303030303
439,5,20240103t001308,191.0,71.0,1.083969465648855
444,5,20240103t001308,76.0,66.0,1.8591549295774648
446,5,20240103t001308,224.0,83.0,1.0814332247557004
448,5,20240103t001308,174.0,93.0,1.3932584269662922
450,5,20240103t001308,164.0,49.0,0.92018779342723
453,5,20240103t001308,167.0,87.0,1.3700787401574803
456,5,20240103t001308,130.0,53.0,1.1584699453551912
460,5,20240103t001308,143.0,39.0,0.8571428571428571
463,5,20240103t001308,150.0,47.0,0.9543147208121827
465,5,20240103t001308,98.0,40.0,1.1594202898550725
469,5,20240103t001308,143.0,105.0,1.6935483870967742
474,5,20240103t001308,143.0,69.0,1.3018867924528301
477,5,20240103t001308,123.0,38.0,0.9440993788819876
479,5,20240103t001308,168.0,64.0,1.103448275862069
480,5,20240103t001308,203.0,141.0,1.6395348837209303
485,5,20240103t001308,0.0,0.0,
488,5,20240103t001308,171.0,65.0,1.1016949152542372
494,5,20240103t001308,320.0,164.0,1.3553719008264462
496,5,20240103t001308,162.0,92.0,1.4488188976377954
500,6,20240103t001308,141.0,37.0,0.8314606741573034
502,6,20240103t001308,94.0,85.0,1.899441340782123
503,6,20240103t001308,95.0,63.0,1.5949367088607596
507,6,20240103t001308,113.0,27.0,0.7714285714285715
509,6,20240103t001308,195.0,105.0,1.4
511,6,20240103t001308,138.0,92.0,1.6
518,6,20240103t001308,220.0,176.0,1.7777777777777777
519,6,20240103t001308,142.0,45.0,0.9625668449197861
520,6,20240103t001308,73.0,63.0,1.8529411764705883
524,6,20240103t001308,119.0,51.0,1.2
527,6,20240103t001308,115.0,56.0,1.3099415204678362
528,6,20240103t001308,114.0,50.0,1.2195121951219512
530,6,20240103t001308,122.0,40.0,0.9876543209876543
531,6,20240103t001308,203.0,79.0,1.1205673758865249
532,6,20240103t001308,155.0,50.0,0.975609756097561
533,6,20240103t001308,194.0,140.0,1.6766467065868262
536,6,20240103t001308,188.0,51.0,0.8535564853556485
540,6,20240103t001308,131.0,50.0,1.1049723756906078
543,6,20240103t001308,158.0,68.0,1.2035398230088497
545,6,20240103t001308,82.0,55.0,1.6058394160583942
549,6,20240103t001308,156.0,101.0,1.5719844357976653
550,6,20240103t001308,116.0,91.0,1.7584541062801933
558,6,20240103t001308,156.0,33.0,0.6984126984126984
559,6,20240103t001308,108.0,92.0,1.84
560,6,20240103t001308,67.0,43.0,1.5636363636363637
562,6,20240103t001308,188.0,78.0,1.1729323308270676
563,6,20240103t001308,243.0,86.0,1.0455927051671732
564,6,20240103t001308,176.0,82.0,1.2713178294573644
565,6,20240103t001308,234.0,113.0,1.302593659942363
566,6,20240103t001308,120.0,41.0,1.0186335403726707
567,6,20240103t001308,175.0,57.0,0.9827586206896551
574,6,20240103t001308,107.0,103.0,1.9619047619047618
575,6,20240103t001308,169.0,99.0,1.4776119402985075
576,6,20240103t001308,237.0,110.0,1.2680115273775217
578,6,20240103t001308,161.0,68.0,1.1877729257641922
580,6,20240103t001308,135.0,49.0,1.065217391304348
582,6,20240103t001308,264.0,117.0,1.2283464566929134
583,6,20240103t001308,144.0,47.0,0.9842931937172775
584,6,20240103t001308,114.0,63.0,1.423728813559322
586,6,20240103t001308,247.0,114.0,1.263157894736842
589,6,20240103t001308,112.0,63.0,1.44
591,6,20240103t001308,83.0,58.0,1.6453900709219857
593,6,20240103t001308,219.0,105.0,1.2962962962962963
595,6,20240103t001308,96.0,60.0,1.5384615384615385
596,6,20240103t001308,131.0,66.0,1.3401015228426396
597,6,20240103t001308,121.0,48.0,1.136094674556213
598,6,20240103t001308,117.0,52.0,1.2307692307692308
599,6,20240103t001308,116.0,65.0,1.4364640883977902
602,7,20240103t001308,188.0,73.0,1.1187739463601531
603,7,20240103t001308,180.0,96.0,1.391304347826087
606,7,20240103t001308,141.0,126.0,1.8876404494382022
610,7,20240103t001308,142.0,49.0,1.0261780104712042
611,7,20240103t001308,166.0,141.0,1.8371335504885993
612,7,20240103t001308,169.0,57.0,1.008849557522124
614,7,20240103t001308,131.0,73.0,1.4313725490196079
615,7,20240103t001308,260.0,49.0,0.6343042071197411
616,7,20240103t001308,166.0,90.0,1.40625
617,7,20240103t001308,57.0,32.0,1.4382022471910112
625,7,20240103t001308,68.0,31.0,1.2525252525252526
627,7,20240103t001308,152.0,36.0,0.7659574468085106
628,7,20240103t001308,135.0,53.0,1.127659574468085
629,7,20240103t001308,168.0,111.0,1.5913978494623655
630,7,20240103t001308,140.0,123.0,1.870722433460076
632,7,20240103t001308,156.0,59.0,1.0976744186046512
634,7,20240103t001308,75.0,26.0,1.0297029702970297
635,7,20240103t001308,107.0,47.0,1.2207792207792207
639,7,20240103t001308,98.0,63.0,1.565217391304348
641,7,20240103t001308,209.0,45.0,0.7086614173228346
642,7,20240103t001308,178.0,39.0,0.7188940092165899
643,7,20240103t001308,166.0,113.0,1.6200716845878136
645,7,20240103t001308,87.0,27.0,0.9473684210526315
646,7,20240103t001308,124.0,58.0,1.2747252747252746
649,7,20240103t001308,154.0,82.0,1.3898305084745763
652,7,20240103t001308,139.0,106.0,1.7306122448979593
653,7,20240103t001308,184.0,79.0,1.2015209125475286
655,7,20240103t001308,183.0,58.0,0.9626556016597511
657,7,20240103t001308,157.0,67.0,1.1964285714285714
658,7,20240103t001308,102.0,70.0,1.627906976744186
659,7,20240103t001308,144.0,98.0,1.6198347107438016
663,7,20240103t001308,106.0,82.0,1.7446808510638299
667,7,20240103t001308,166.0,51.0,0.9400921658986175
670,7,20240103t001308,209.0,120.0,1.458966565349544
671,7,20240103t001308,128.0,50.0,1.1235955056179776
672,7,20240103t001308,179.0,95.0,1.3868613138686132
673,7,20240103t001308,121.0,32.0,0.8366013071895425
674,7,20240103t001308,207.0,111.0,1.3962264150943395
676,7,20240103t001308,138.0,38.0,0.8636363636363636
677,7,20240103t001308,243.0,123.0,1.3442622950819672
685,7,20240103t001308,191.0,139.0,1.6848484848484848
686,7,20240103t001308,123.0,67.0,1.4105263157894736
687,7,20240103t001308,129.0,80.0,1.5311004784688995
688,7,20240103t001308,123.0,84.0,1.6231884057971016
689,7,20240103t001308,114.0,74.0,1.574468085106383
691,7,20240103t001308,120.0,87.0,1.681159420289855
692,7,20240103t001308,126.0,59.0,1.2756756756756757
696,7,20240103t001308,71.0,36.0,1.3457943925233644
698,7,20240103t001308,36.0,28.0,1.75
701,8,20240103t001308,159.0,65.0,1.1607142857142858
703,8,20240103t001308,191.0,96.0,1.3379790940766552
707,8,20240103t001308,150.0,96.0,1.5609756097560976
710,8,20240103t001308,152.0,61.0,1.1455399061032865
711,8,20240103t001308,129.0,50.0,1.1173184357541899
713,8,20240103t001308,203.0,107.0,1.3806451612903226
715,8,20240103t001308,311.0,103.0,0.9951690821256038
717,8,20240103t001308,219.0,90.0,1.1650485436893203
718,8,20240103t001308,167.0,68.0,1.1574468085106382
719,8,20240103t001308,154.0,47.0,0.9353233830845771
722,8,20240103t001308,153.0,69.0,1.2432432432432432
724,8,20240103t001308,115.0,57.0,1.3255813953488371
727,8,20240103t001308,181.0,48.0,0.8384279475982532
729,8,20240103t001308,169.0,97.0,1.4586466165413534
731,8,20240103t001308,158.0,66.0,1.1785714285714286
732,8,20240103t001308,171.0,51.0,0.918918918918919
736,8,20240103t001308,148.0,40.0,0.851063829787234
739,8,20240103t001308,0.0,0.0,
754,8,20240103t001308,122.0,49.0,1.1461988304093567
756,8,20240103t001308,0.0,0.0,
760,8,20240103t001308,55.0,38.0,1.6344086021505377
763,8,20240103t001308,86.0,70.0,1.794871794871795
766,8,20240103t001308,194.0,95.0,1.314878892733564
767,8,20240103t001308,238.0,63.0,0.8372093023255814
768,8,20240103t001308,161.0,109.0,1.614814814814815
769,8,20240103t001308,0.0,0.0,
771,8,20240103t001308,141.0,77.0,1.4128440366972477
773,8,20240103t001308,239.0,71.0,0.9161290322580645
775,8,20240103t001308,122.0,64.0,1.3763440860215055
776,8,20240103t001308,0.0,0.0,
782,8,20240103t001308,254.0,137.0,1.4015345268542199
784,8,20240103t001308,111.0,47.0,1.1898734177215189
785,8,20240103t001308,136.0,69.0,1.3463414634146342
789,8,20240103t001308,226.0,107.0,1.2852852852852852
790,8,20240103t001308,238.0,118.0,1.3258426966292134
791,8,20240103t001308,51.0,71.0,2.3278688524590163
796,8,20240103t001308,196.0,126.0,1.565217391304348
798,8,20240103t001308,121.0,29.0,0.7733333333333333
800,9,20240103t001308,79.0,60.0,1.7266187050359711
803,9,20240103t001308,209.0,85.0,1.1564625850340136
805,9,20240103t001308,180.0,114.0,1.5510204081632653
806,9,20240103t001308,243.0,89.0,1.072289156626506
807,9,20240103t001308,191.0,64.0,1.003921568627451
808,9,20240103t001308,192.0,94.0,1.3146853146853146
809,9,20240103t001308,196.0,85.0,1.209964412811388
812,9,20240103t001308,306.0,73.0,0.7704485488126649
814,9,20240103t001308,99.0,86.0,1.8594594594594596
815,9,20240103t001308,161.0,102.0,1.5513307984790874
816,9,20240103t001308,146.0,98.0,1.6065573770491803
817,9,20240103t001308,45.0,33.0,1.6923076923076923
818,9,20240103t001308,143.0,50.0,1.0362694300518134
819,9,20240103t001308,184.0,73.0,1.1361867704280155
820,9,20240103t001308,148.0,67.0,1.2465116279069768
822,9,20240103t001308,138.0,65.0,1.2807881773399015
823,9,20240103t001308,128.0,126.0,1.984251968503937
824,9,20240103t001308,160.0,38.0,0.7676767676767676
825,9,20240103t001308,175.0,49.0,0.875
826,9,20240103t001308,160.0,77.0,1.2995780590717299
828,9,20240103t001308,129.0,43.0,1.0
829,9,20240103t001308,114.0,75.0,1.5873015873015872
831,9,20240103t001308,74.0,42.0,1.4482758620689655
832,9,20240103t001308,177.0,69.0,1.1219512195121952
835,9,20240103t001308,217.0,139.0,1.5617977528089888
837,9,20240103t001308,88.0,33.0,1.0909090909090908
839,9,20240103t001308,201.0,79.0,1.1285714285714286
840,9,20240103t001308,103.0,45.0,1.2162162162162162
843,9,20240103t001308,206.0,84.0,1.1586206896551725
844,9,20240103t001308,159.0,43.0,0.8514851485148515
845,9,20240103t001308,73.0,34.0,1.2710280373831775
846,9,20240103t001308,214.0,80.0,1.08843537414966
847,9,20240103t001308,175.0,72.0,1.165991902834008
848,9,20240103t001308,201.0,61.0,0.9312977099236641
849,9,20240103t001308,184.0,57.0,0.946058091286307
850,9,20240103t001308,45.0,25.0,1.4285714285714286
852,9,20240103t001308,121.0,62.0,1.355191256830601
853,9,20240103t001308,190.0,71.0,1.0881226053639848
854,9,20240103t001308,109.0,62.0,1.4502923976608186
855,9,20240103t001308,171.0,77.0,1.2419354838709677
856,9,20240103t001308,27.0,26.0,1.9622641509433962
857,9,20240103t001308,31.0,21.0,1.6153846153846154
858,9,20240103t001308,118.0,49.0,1.1736526946107784
860,9,20240103t001308,122.0,36.0,0.9113924050632911
863,9,20240103t001308,144.0,49.0,1.0155440414507773
864,9,20240103t001308,110.0,51.0,1.2670807453416149
865,9,20240103t001308,77.0,47.0,1.5161290322580645
869,9,20240103t001308,132.0,68.0,1.36
870,9,20240103t001308,139.0,62.0,1.2338308457711442
871,9,20240103t001308,232.0,87.0,1.0909090909090908
873,9,20240103t001308,160.0,72.0,1.2413793103448276
874,9,20240103t001308,137.0,46.0,1.005464480874317
875,9,20240103t001308,135.0,82.0,1.5115207373271888
876,9,20240103t001308,130.0,76.0,1.4757281553398058
879,9,20240103t001308,152.0,83.0,1.4127659574468086
880,9,20240103t001308,113.0,35.0,0.9459459459459459
882,9,20240103t001308,156.0,51.0,0.9855072463768116
884,9,20240103t001308,104.0,70.0,1.6091954022988506
885,9,20240103t001308,191.0,61.0,0.9682539682539683
886,9,20240103t001308,168.0,61.0,1.0655021834061136
887,9,20240103t001308,160.0,91.0,1.450199203187251
889,9,20240103t001308,121.0,46.0,1.1017964071856288
890,9,20240103t001308,179.0,53.0,0.9137931034482759
893,9,20240103t001308,113.0,46.0,1.1572327044025157
894,9,20240103t001308,136.0,84.0,1.5272727272727273
896,9,20240103t001308,204.0,58.0,0.8854961832061069
897,9,20240103t001308,192.0,28.0,0.509090909090909
898,9,20240103t001308,128.0,83.0,1.5734597156398105
21,1,20240103t001333,89.0,43.0,1.303030303030303
28,1,20240103t001333,193.0,82.0,1.1927272727272726
48,1,20240103t001333,204.0,59.0,0.8973384030418251
54,1,20240103t001333,89.0,83.0,1.930232558139535
68,1,20240103t001333,159.0,59.0,1.0825688073394495
86,1,20240103t001333,113.0,84.0,1.7055837563451777
91,1,20240103t001333,164.0,88.0,1.3968253968253967
101,2,20240103t001333,189.0,128.0,1.615141955835962
114,2,20240103t001333,122.0,61.0,1.3333333333333333
132,2,20240103t001333,134.0,91.0,1.6177777777777778
134,2,20240103t001333,204.0,59.0,0.8973384030418251
144,2,20240103t001333,198.0,116.0,1.4777070063694266
147,2,20240103t001333,185.0,117.0,1.5496688741721854
157,2,20240103t001333,160.0,79.0,1.3221757322175731
164,2,20240103t001333,164.0,64.0,1.1228070175438596
166,2,20240103t001333,101.0,49.0,1.3066666666666666
180,2,20240103t001333,108.0,60.0,1.4285714285714286
186,2,20240103t001333,136.0,86.0,1.5495495495495495
197,2,20240103t001333,123.0,86.0,1.645933014354067
198,2,20240103t001333,108.0,49.0,1.2484076433121019
205,3,20240103t001333,137.0,71.0,1.3653846153846154
211,3,20240103t001333,91.0,70.0,1.7391304347826086
237,3,20240103t001333,155.0,39.0,0.8041237113402062
286,3,20240103t001333,96.0,46.0,1.295774647887324
303,4,20240103t001333,121.0,80.0,1.592039800995025
317,4,20240103t001333,146.0,58.0,1.1372549019607843
318,4,20240103t001333,163.0,103.0,1.5488721804511278
327,4,20240103t001333,78.0,29.0,1.0841121495327102
328,4,20240103t001333,196.0,61.0,0.9494163424124513
340,4,20240103t001333,137.0,50.0,1.0695187165775402
352,4,20240103t001333,295.0,88.0,0.9190600522193212
360,4,20240103t001333,243.0,86.0,1.0455927051671732
363,4,20240103t001333,127.0,124.0,1.9760956175298805
372,4,20240103t001333,151.0,42.0,0.8704663212435233
375,4,20240103t001333,171.0,60.0,1.0389610389610389
405,5,20240103t001333,126.0,33.0,0.8301886792452831
426,5,20240103t001333,152.0,82.0,1.4017094017094016
442,5,20240103t001333,237.0,98.0,1.1701492537313434
454,5,20240103t001333,146.0,47.0,0.9740932642487047
457,5,20240103t001333,102.0,68.0,1.6
464,5,20240103t001333,196.0,67.0,1.0190114068441065
467,5,20240103t001333,163.0,86.0,1.3815261044176708
475,5,20240103t001333,106.0,65.0,1.5204678362573099
